AuthorID,Author,Date,Content,Attachments,Reactions
"458738156695584770","The_Siber#3448","14-Jul-21 12:14 AM",":hornier:","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:14 AM","Fuck cheems horny jail is gone","",""
"400578808094130186","GaliGoat#1176","14-Jul-21 12:15 AM","@mariv1k ayuda","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:15 AM","Hay no","",""
"400578808094130186","GaliGoat#1176","14-Jul-21 12:15 AM","@SISPLAU","",""
"400578808094130186","GaliGoat#1176","14-Jul-21 12:15 AM","ayuda","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:15 AM","Esto se  fue de madre","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:15 AM","Procedo a deletear esto","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:15 AM","No","",""
"400578808094130186","GaliGoat#1176","14-Jul-21 12:15 AM","sisisi","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:15 AM","Si","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:15 AM","/deop @SISPLAU","",""
"824989001999712337","LogiCraft Engine#2050","14-Jul-21 12:15 AM","**The_Siber**, necesitas el rol 🔨 Staff para usar este comando","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:15 AM","Y tu porque estas unmute","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:15 AM","/mute siber","",""
"824989001999712337","LogiCraft Engine#2050","14-Jul-21 12:15 AM","**SISPLAU**, este usuario ya está muteado","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:15 AM","/deop Sispi","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:15 AM","Joder","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:16 AM","Ya has tocado los roles","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:16 AM","Vaya gilipollas","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:16 AM","Haira llora UwU","",""
"400578808094130186","GaliGoat#1176","14-Jul-21 12:16 AM","dale a mirio","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:16 AM","No, no he tocado nada","",""
"400578808094130186","GaliGoat#1176","14-Jul-21 12:16 AM","mario*","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:16 AM","Dame el op","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:16 AM","Ha pasado algo que no se que es","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:16 AM","Bobo","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:16 AM","Mis cojones XD","",""
"400578808094130186","GaliGoat#1176","14-Jul-21 12:16 AM","@mariv1k","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:16 AM","Mira","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:16 AM","","https://cdn.discordapp.com/attachments/864630876569600010/864631438032371783/Screenshot_2021-07-14-00-16-31-001_com.discord.jpg",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:16 AM","Bobo","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:16 AM","Ha sido Mario himself","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:16 AM","What mario","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:17 AM","Dark me ha dicho que pare así que paro","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:17 AM","Adios","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:17 AM","Bueno dame op bobo","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:17 AM","Stop","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:17 AM","No pídeselo a Mario","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:17 AM",":kekw:","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:17 AM",":hornier:","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:17 AM","Ostia qu pesao","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:17 AM","😵‍💫","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:18 AM","Siber ya","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:18 AM","Bueno va","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:19 AM","Pero no elimines","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:19 AM","/op sispi","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:19 AM","Pero como que no invesil","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:19 AM","Eres tu el primero que no quiere esta mierda siempre","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:19 AM","En fin la hipoteca","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:19 AM","No se ya hablaremos mañana","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:19 AM","Ahora estoy bastante borracho","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:20 AM","Todavía ando bien pero","",""
"458738156695584770","The_Siber#3448","14-Jul-21 12:20 AM","UwU","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 12:20 AM","Que pesao","",""
"728543517542055957","Landriu#3507","14-Jul-21 12:12 PM","Wait what","",""
"728543517542055957","Landriu#3507","14-Jul-21 12:12 PM","Porque existe este chat?","",""
"458738156695584770","The_Siber#3448","14-Jul-21 01:29 PM","Por cierto","",""
"458738156695584770","The_Siber#3448","14-Jul-21 01:29 PM","Esta no es la primera vez que en este server hay un canal nsfw","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 02:25 PM","XDD","",""
"400578808094130186","GaliGoat#1176","14-Jul-21 02:38 PM","Ya se estaba en el server","",""
"192030588922888192","îяυ#8009","14-Jul-21 04:20 PM","Hipopótamos","",""
"458738156695584770","The_Siber#3448","14-Jul-21 07:07 PM","-pixiv","",""
"746090211087351900","Alice#1458","14-Jul-21 07:46 PM","-pixiv","",""
"746090211087351900","Alice#1458","14-Jul-21 07:46 PM","@Menotbot","",""
"746090211087351900","Alice#1458","14-Jul-21 07:46 PM","it die","",""
"355636164897669122","SISPLAU#7555","14-Jul-21 07:46 PM","XD","",""
"746090211087351900","Alice#1458","14-Jul-21 07:47 PM","oh, pixiv token ran out, and i have to figure out how to re-authentificate it","",""
"400578808094130186","GaliGoat#1176","14-Jul-21 07:50 PM","F?","",""
"458738156695584770","The_Siber#3448","14-Jul-21 07:54 PM","F for horny furry girls ÚwÙ","",""
"746090211087351900","Alice#1458","14-Jul-21 10:30 PM","-pixiv","",""
"720561456365436929","Menotbot#7216","14-Jul-21 10:30 PM","<https://www.pixiv.net/member_illust.php?mode=medium&illust_id=91251374>","https://cdn.discordapp.com/attachments/864630876569600010/864967227383742505/91251374.jpg",""
"746090211087351900","Alice#1458","14-Jul-21 10:31 PM","tf is that even","",""
"458738156695584770","The_Siber#3448","14-Jul-21 10:34 PM","Ugly","",""
"458738156695584770","The_Siber#3448","14-Jul-21 10:35 PM","-pixiv","",""
