AuthorID,Author,Date,Content,Attachments,Reactions
"310086714481704960","Kaktus#4899","19-Jan-20 08:50 PM","","https://cdn.discordapp.com/attachments/666724570333446144/668542764215959562/unknown.png",""
"310086714481704960","Kaktus#4899","19-Jan-20 08:50 PM","","https://cdn.discordapp.com/attachments/666724570333446144/668542858336141322/unknown.png",""
"310086714481704960","Kaktus#4899","20-Jan-20 08:12 PM","","https://cdn.discordapp.com/attachments/666724570333446144/668895613370499097/JPEG_20200120_201139.jpg",""
"310086714481704960","Kaktus#4899","20-Jan-20 09:05 PM","ya está aquí, ya llegó 🎵","",""
"310086714481704960","Kaktus#4899","20-Jan-20 09:22 PM","https://www.youtube.com/watch?v=1Kz3QWQMbos&list=PLuzS0jdNRVvqVOIwM-zWOksQJEBB6THDg&index=1","",""
"310086714481704960","Kaktus#4899","20-Jan-20 09:22 PM","@andresmacia45 miratelo, que es para corriente alterna","",""
"310086714481704960","Kaktus#4899","20-Jan-20 10:03 PM","Andres, desmuteate un momento","",""
"660815831462182923","andresmacia45#6151","20-Jan-20 10:51 PM","gvng","",""
"310086714481704960","Kaktus#4899","21-Jan-20 12:49 AM","you","",""
"310086714481704960","Kaktus#4899","21-Jan-20 12:49 AM","Me he hecho el del tema 7 de Enero de 2016 y 4/5","",""
"310086714481704960","Kaktus#4899","21-Jan-20 12:49 AM","Inténtalo, que está interesante","",""
"310086714481704960","Kaktus#4899","21-Jan-20 12:50 AM","Y está bastante completo","",""
"310086714481704960","Kaktus#4899","21-Jan-20 12:50 AM","Si sabes hacer ese entero bien, vas a hacer por lo menos bien un apartado de lo que pongan, 100%","",""
"310086714481704960","Kaktus#4899","21-Jan-20 01:03 AM","Me voy a sobar","",""
"660815831462182923","andresmacia45#6151","21-Jan-20 01:03 AM","vale bro yo aqui acabo 2017 y a dormi un poc","",""
"159985870458322944","MEE6#4876","21-Jan-20 01:03 AM","GG @andresmacia45, you just advanced to level 1!","",""
"133677252708663296","Snowwy#4750","21-Jan-20 02:36 PM","probando","",""
"323378898794446850","mariv1k#5321","29-Jan-20 08:36 PM","me da bucle chics help","https://cdn.discordapp.com/attachments/666724570333446144/672163215345713185/pene.png",""
"310086714481704960","Kaktus#4899","29-Jan-20 08:36 PM","Eso es?","",""
"310086714481704960","Kaktus#4899","29-Jan-20 08:36 PM","Canal de voz","",""
"310086714481704960","Kaktus#4899","29-Jan-20 08:38 PM","No no, es problema mío, tranqui","",""
"310086714481704960","Kaktus#4899","29-Jan-20 08:39 PM","","https://cdn.discordapp.com/attachments/666724570333446144/672163900296265768/unknown.png",""
"323378898794446850","mariv1k#5321","29-Jan-20 08:40 PM","","https://cdn.discordapp.com/attachments/666724570333446144/672164292916936704/pene2.png",""
