AuthorID,Author,Date,Content,Attachments,Reactions
"159985870458322944","MEE6#4876","02-Dec-20 06:17 PM","dev
https://twitter.com/adrian_ivl/status/1334184850425864195","",""
"159985870458322944","MEE6#4876","02-Dec-20 06:38 PM","dev
https://twitter.com/adrian_ivl/status/1334190260918624257","",""
"323378898794446850","mariv1k#5321","02-Dec-20 10:17 PM","https://twitter.com/henrikkniberg/status/1334180031900360707 dev","",""
"323378898794446850","mariv1k#5321","08-Dec-20 05:44 PM","https://twitter.com/adrian_ivl/status/1336349638161477633","",""
"323378898794446850","mariv1k#5321","15-Dec-20 12:15 PM","https://twitter.com/mcabnormals/status/1338659653345976321?s=20","",""
"159985870458322944","MEE6#4876","16-Dec-20 05:33 PM","dev
https://twitter.com/adrian_ivl/status/1339247314959994880","",""
"159985870458322944","MEE6#4876","16-Dec-20 06:03 PM","dev
https://twitter.com/adrian_ivl/status/1339254852048850946","","💟 (1)"
"323378898794446850","mariv1k#5321","12-Jan-21 04:21 PM","https://twitter.com/adrian_ivl/status/1349013183332294658?s=20","",""
"159985870458322944","MEE6#4876","13-Jan-21 04:10 PM","dev
https://twitter.com/adrian_ivl/status/1349373216712765441","",""
"159985870458322944","MEE6#4876","15-Jan-21 02:38 PM","dev
https://twitter.com/adrian_ivl/status/1350074947834695681","",""
"159985870458322944","MEE6#4876","20-Jan-21 04:29 PM","dev
https://twitter.com/adrian_ivl/status/1351914739815870464","",""
"159985870458322944","MEE6#4876","26-Jan-21 10:35 AM","dev
https://twitter.com/adrian_ivl/status/1353999849423777793","",""
"458738156695584770","The_Siber#3448","26-Jan-21 10:35 AM","joder","",""
"458738156695584770","The_Siber#3448","26-Jan-21 10:35 AM","cabrones que saquen la generación nueva ya","",""
"323378898794446850","mariv1k#5321","26-Jan-21 04:49 PM","esto me ha dolido","",""
"159985870458322944","MEE6#4876","03-Feb-21 06:56 PM","dev
https://twitter.com/adrian_ivl/status/1357025185518530562","",""
"159985870458322944","MEE6#4876","03-Feb-21 07:02 PM","dev
https://twitter.com/adrian_ivl/status/1357026786756993029","",""
"159985870458322944","MEE6#4876","10-Feb-21 06:39 PM","dev
https://twitter.com/adrian_ivl/status/1359557677186179075","",""
"458738156695584770","The_Siber#3448","10-Feb-21 06:40 PM","Hmmm","",""
"159985870458322944","MEE6#4876","10-Feb-21 06:56 PM","dev
https://twitter.com/adrian_ivl/status/1359561966881296384","",""
"458738156695584770","The_Siber#3448","10-Feb-21 06:58 PM","OJO","",""
"323378898794446850","mariv1k#5321","10-Feb-21 06:58 PM","DIOS","",""
"323378898794446850","mariv1k#5321","14-Feb-21 11:00 PM","https://twitter.com/henrikkniberg/status/1361023976613556230","",""
"458738156695584770","The_Siber#3448","14-Feb-21 11:42 PM","add mountains fix water in layers 31-62","",""
"323378898794446850","mariv1k#5321","17-Feb-21 05:15 PM","https://twitter.com/henrikkniberg/status/1361947683737501699?s=20","",""
"323378898794446850","mariv1k#5321","17-Feb-21 05:15 PM","snapshot de hoy de ores","",""
"458738156695584770","The_Siber#3448","17-Feb-21 05:26 PM","nice","",""
"159985870458322944","MEE6#4876","17-Feb-21 05:58 PM","dev
https://twitter.com/adrian_ivl/status/1362083884670795786","",""
"159985870458322944","MEE6#4876","17-Feb-21 06:02 PM","dev
https://twitter.com/adrian_ivl/status/1362084994970222594","",""
"159985870458322944","MEE6#4876","17-Feb-21 06:34 PM","dev
https://twitter.com/adrian_ivl/status/1362093073908584455","",""
"323378898794446850","mariv1k#5321","18-Feb-21 03:14 PM","https://twitter.com/JasperBoerstra/status/1362396465470005251?s=20","",""
"458738156695584770","The_Siber#3448","18-Feb-21 03:34 PM","Brutal","",""
"458738156695584770","The_Siber#3448","18-Feb-21 03:34 PM","Estaría guapo que pudiesen los de copper y coal también","",""
"458738156695584770","The_Siber#3448","18-Feb-21 03:34 PM","En plan","",""
"458738156695584770","The_Siber#3448","18-Feb-21 03:34 PM","Ya sé que no pueden aparecer en survival","",""
"458738156695584770","The_Siber#3448","18-Feb-21 03:35 PM","Pero para creativo","",""
"323378898794446850","mariv1k#5321","18-Feb-21 03:35 PM","llaves","",""
"458738156695584770","The_Siber#3448","22-Feb-21 10:44 PM","","https://cdn.discordapp.com/attachments/783445851200552980/813526736687726672/91a68ff.jpg",""
"458738156695584770","The_Siber#3448","22-Feb-21 10:45 PM","Si alguien dice que las ores nuevas son malas funao","",""
"159985870458322944","MEE6#4876","24-Feb-21 06:48 PM","dev
https://twitter.com/adrian_ivl/status/1364633314066366466","",""
"323378898794446850","mariv1k#5321","02-Mar-21 09:11 PM","https://twitter.com/JasperBoerstra/status/1366733338023665665?s=20","",""
"159985870458322944","MEE6#4876","03-Mar-21 02:40 PM","dev
https://twitter.com/adrian_ivl/status/1367107527524179969","","🥺 (2)"
"323378898794446850","mariv1k#5321","08-Mar-21 02:09 PM","https://twitter.com/Xilefian/status/1368869448661229575?s=20","","👀 (1)"
"323378898794446850","mariv1k#5321","08-Mar-21 02:11 PM","estarán trolleando?","https://cdn.discordapp.com/attachments/783445851200552980/818470932703870976/unknown.png",""
"323378898794446850","mariv1k#5321","09-Mar-21 03:23 PM","https://twitter.com/_LadyAgnes/status/1369291904010117129?s=20","",""
"458738156695584770","The_Siber#3448","09-Mar-21 03:27 PM","Dime qué meten esto mañana","",""
"458738156695584770","The_Siber#3448","10-Mar-21 10:47 AM","","https://cdn.discordapp.com/attachments/783445851200552980/819144432049324092/Screenshot_2021-03-10-10-47-16-008_com.twitter.android.jpg",""
"458738156695584770","The_Siber#3448","10-Mar-21 10:47 AM","Pobre hombre","",""
"159985870458322944","MEE6#4876","10-Mar-21 04:42 PM","dev
https://twitter.com/adrian_ivl/status/1369674891419660295","","🐸 (1)"
"323378898794446850","mariv1k#5321","10-Mar-21 04:44 PM","ponte twitter en dark mode primer aviso","",""
"159985870458322944","MEE6#4876","10-Mar-21 04:52 PM","dev
https://twitter.com/adrian_ivl/status/1369677537685757952","","👀 (2)"
"458738156695584770","The_Siber#3448","10-Mar-21 05:47 PM","no","",""
"159985870458322944","MEE6#4876","11-Mar-21 10:26 AM","dev
https://twitter.com/adrian_ivl/status/1369942732358176773","",""
"159985870458322944","MEE6#4876","11-Mar-21 02:12 PM","dev
https://twitter.com/adrian_ivl/status/1369999597834272770","",""
"458738156695584770","The_Siber#3448","12-Mar-21 11:58 AM","","https://cdn.discordapp.com/attachments/783445851200552980/819887083127832596/Screenshot_2021-03-12-11-58-13-730_com.twitter.android.jpg",""
